id,language,variant,domain,subdomain,task_type,customer_intent,customer_tone,agent_tone,channel,difficulty,instruction,input,output,meta_requires_escalation,meta_contains_pii,meta_synthetic,meta_source_type,intent_classification
lusosupport_pt_002898,pt,pt-PT,saas,change_plan,summarization,cancel_subscription,urgent,formal,phone_transcript,medium,Resume em pt-PT a questão levantada pelo cliente sobre software e plataformas digitais.,Mensagem do cliente: Necessito de cancelamento imediato para evitar nova cobrança.,"O cliente pretende cancelar a sua subscrição, solicitando que o serviço seja terminado.",True,False,True,template_generated,"{'intent': 'cancel_subscription', 'confidence': 0.847}"
lusosupport_pt_002899,pt,pt-PT,ecommerce,seller_buyer_dispute,summarization,escalation_request,frustrated,reassuring,email,hard,Resume o problema do cliente de forma concisa.,Mensagem do cliente: Já esperei demasiado — quero falar com a direcção agora.,"O cliente pretende escalar o problema para um nível superior de suporte, pois considera que a situação não foi resolvida.",True,False,True,template_generated,"{'intent': 'escalation_request', 'confidence': 0.7756}"
lusosupport_pt_002900,pt,pt-PT,ecommerce,returns_refunds,summarization,return_request,confused,concise,email,medium,"Resume o pedido do cliente sobre comércio electrónico em duas a três frases, em pt-PT.",Mensagem do cliente: Tenho dúvidas sobre se o artigo é elegível para devolução.,O cliente deseja proceder à devolução da encomenda dentro do prazo permitido pela política de devoluções.,False,False,True,template_generated,"{'intent': 'return_request', 'confidence': 0.8976}"
lusosupport_pt_002901,pt,pt-PT,ecommerce,duplicate_charge,urgency_classification,billing_question,urgent,professional,phone_transcript,medium,"Avalia a urgência do pedido de comércio electrónico e retorna JSON com urgency, reason e escalate.",Mensagem do cliente: Preciso de esclarecer urgentemente a cobrança — o débito automático é amanhã.,"{""urgency"": ""medium"", ""reason"": ""A dúvida de faturação requer esclarecimento dentro do prazo de resposta habitual."", ""escalate"": false}",True,False,True,template_generated,"{'intent': 'billing_question', 'confidence': 0.8107}"
lusosupport_pt_002902,pt,pt-PT,billing_accounts,billing_question,intent_classification,billing_question,urgent,reassuring,email,medium,Analisa a mensagem do cliente sobre faturação e contas e classifica a intenção em formato JSON.,Mensagem do cliente: É urgente verificar a fatura — tenho de pagar hoje.,"{""intent"": ""billing_question"", ""urgency"": ""medium"", ""domain"": ""billing_accounts"", ""confidence"": 0.84}",True,False,True,template_generated,"{'intent': 'billing_question', 'confidence': 0.7966}"
lusosupport_pt_002903,pt,pt-PT,billing_accounts,complaint,response_generation,complaint,calm,concise,web_form,hard,Responde ao cliente sobre a sua questão de faturação e contas com um tom conciso e linguagem clara.,Mensagem do cliente: Tenho uma reclamação formal a apresentar — como procedo?,Compreendemos a sua insatisfação e pedimos desculpa pelo sucedido. A sua reclamação é importante para nós e será tratada com a devida seriedade. Um responsável da equipa entrará em contacto consigo brevemente.,True,False,True,template_generated,"{'intent': 'complaint', 'confidence': 0.8158}"
lusosupport_pt_002904,pt,pt-PT,travel,refund_status,rewrite_professional,booking_cancellation,informal,concise,web_form,medium,"Reescreve o texto em português europeu com um registo formal, mantendo o conteúdo original.","Mensagem do cliente: Olá, quero cancelar a reserva — pode ser?","Solicito o cancelamento da reserva efectuada em [data], informando que as condições para reembolso integral se encontram reunidas.",False,False,True,template_generated,"{'intent': 'booking_cancellation', 'confidence': 0.911}"
lusosupport_pt_002905,pt,pt-PT,utilities,feature_question,summarization,technical_issue,calm,empathetic,email,hard,"Elabora um resumo breve da mensagem do cliente, em português europeu, para arquivo interno.",Mensagem do cliente: Estou a ter um problema técnico com o serviço — podem ajudar-me?,O cliente reporta uma falha técnica em serviços de utilidade pública que impede o uso normal do serviço. O problema ocorre desde [data/hora indicada] e afecta [função específica descrita]. Requer análise técnica prioritária.,False,False,True,template_generated,"{'intent': 'technical_issue', 'confidence': 0.6696}"
lusosupport_pt_002906,pt,pt-PT,ecommerce,returns_refunds,email_reply,damaged_item,informal,empathetic,chat,medium,"Redige um e-mail de resposta ao cliente sobre comércio electrónico, em pt-PT.","Mensagem do cliente: Olá, recebi o artigo todo danificado.","Exmo(a). Sr(a).,

Lamentamos que o artigo tenha chegado em mau estado.

Para procedermos à substituição ou reembolso, solicitamos o envio de fotografias do dano e do número de encomenda. Após análise, entraremos em contacto no prazo de 48 horas úteis.

Pedimos desculpa pelo inconveniente.

Com os melhores cumprimentos,
[Nome da Empresa]",False,False,True,template_generated,"{'intent': 'damaged_item', 'confidence': 0.8337}"
lusosupport_pt_002907,pt,pt-PT,travel,invoice_request,intent_classification,invoice_request,calm,concise,chat,easy,Determina a intenção do cliente nesta mensagem de viagens e reservas e retorna JSON estruturado.,Mensagem do cliente: Necessito da fatura para efeitos de contabilidade.,"{""intent"": ""invoice_request"", ""urgency"": ""low"", ""domain"": ""travel"", ""confidence"": 0.86}",False,False,True,template_generated,"{'intent': 'invoice_request', 'confidence': 0.9004}"
lusosupport_pt_002908,pt,pt-PT,travel,refund_status,response_generation,booking_cancellation,calm,formal,email,medium,Redige uma resposta de apoio ao cliente em pt-PT. Área: viagens e reservas. Tom pretendido: formal.,Mensagem do cliente: Quero cancelar a reserva e saber se tenho direito a reembolso.,"Lamentamos não o/a poder receber como planeado. Para processar o cancelamento, pedimos que confirme o número de reserva e o motivo, caso pretenda beneficiar de isenção de taxa por motivos de força maior.",False,False,True,template_generated,"{'intent': 'booking_cancellation', 'confidence': 0.907}"
lusosupport_pt_002909,pt,pt-PT,saas,cancel_subscription,urgency_classification,cancel_subscription,confused,professional,web_form,medium,Classifica a urgência do pedido.,Mensagem do cliente: Não sei se o cancelamento afecta o serviço imediatamente.,"{""urgency"": ""low"", ""reason"": ""O cliente pretende encerrar o serviço — situação de baixa prioridade operacional."", ""escalate"": false}",False,False,True,template_generated,"{'intent': 'cancel_subscription', 'confidence': 0.8526}"
lusosupport_pt_002910,pt,pt-PT,marketplace,returns_refunds,next_action_suggestion,return_request,formal,reassuring,email,medium,Sugere os próximos passos para resolver este pedido de marketplace de forma tranquilizador.,"Mensagem do cliente: Venho requerer a devolução do artigo adquirido, por não estar em conformidade com o descrito.","1. Confirmar o número da encomenda e a elegibilidade para devolução (prazo de 30 dias).
2. Enviar a etiqueta de devolução por e-mail.
3. Aguardar a recepção do artigo devolvido.
4. Processar o reembolso após inspecção do artigo.",False,False,True,template_generated,"{'intent': 'return_request', 'confidence': 0.7809}"
lusosupport_pt_002911,pt,pt-PT,telecom,feature_question,intent_classification,technical_issue,formal,empathetic,web_form,hard,Identifica a intenção principal do cliente nesta mensagem sobre telecomunicações.,Mensagem do cliente: Solicito a análise e resolução do problema técnico identificado.,"{""intent"": ""technical_issue"", ""urgency"": ""high"", ""domain"": ""telecom"", ""confidence"": 0.96}",False,False,True,template_generated,"{'intent': 'technical_issue', 'confidence': 0.7948}"
lusosupport_pt_002912,pt,pt-PT,saas,complaint,email_reply,escalation_request,urgent,professional,phone_transcript,hard,"Escreve uma resposta formal por e-mail, em português europeu, sobre a questão de software e plataformas digitais.",Mensagem do cliente: Necessito de escalada urgente para resolver o problema hoje.,"Exmo(a). Sr(a).,

Acusamos a recepção do seu pedido de escalamento.

A sua situação foi encaminhada para a direcção de serviço ao cliente. Um responsável sénior entrará em contacto consigo nas próximas 4 horas úteis.

Pedimos desculpa pelo transtorno e agradecemos a sua paciência.

Com os melhores cumprimentos,
[Nome da Empresa]",True,False,True,template_generated,"{'intent': 'escalation_request', 'confidence': 0.7521}"
lusosupport_pt_002913,pt,pt-PT,billing_accounts,invoice_request,response_generation,duplicate_charge,formal,professional,chat,hard,Elabora uma resposta de suporte em pt-PT para uma questão de faturação e contas. Tom: profissional.,Mensagem do cliente: Requeiro o reembolso imediato do valor cobrado indevidamente em duplicado.,"Lamentamos o erro na faturação. Para confirmarmos a cobrança duplicada, pode partilhar connosco os extractos ou referências das duas transacções? Assim que validarmos, processaremos o reembolso do valor cobrado a mais.",False,False,True,template_generated,"{'intent': 'duplicate_charge', 'confidence': 0.6554}"
lusosupport_pt_002914,pt,pt-PT,subscriptions,invoice_request,summarization,duplicate_charge,frustrated,professional,phone_transcript,hard,"Cria um resumo interno da mensagem do cliente recebida pelo telefone, em português de Portugal.",Mensagem do cliente: Fui duplamente debitado sem autorização — exijo explicações e devolução.,O cliente detectou uma cobrança duplicada na sua fatura e solicita o reembolso do valor cobrado em excesso.,True,False,True,template_generated,"{'intent': 'duplicate_charge', 'confidence': 0.7116}"
lusosupport_pt_002915,pt,pt-PT,utilities,payment_confirmation,next_action_suggestion,refund_request,formal,professional,web_form,hard,"Lista as acções que o agente deve tomar para resolver a questão de serviços de utilidade pública, em pt-PT.","Mensagem do cliente: Em cumprimento da legislação aplicável, solicito o reembolso no prazo legal previsto.","1. Pedir ao cliente fotografias do artigo com defeito.
2. Registar a ocorrência no sistema de reclamações.
3. Aprovar o pedido de reembolso após verificação.
4. Notificar o cliente por e-mail sobre o prazo de reembolso.",False,False,True,template_generated,"{'intent': 'refund_request', 'confidence': 0.6873}"
lusosupport_pt_002916,pt,pt-PT,subscriptions,delivery_delay,intent_classification,order_status,confused,concise,chat,easy,Determina a intenção do cliente nesta mensagem de subscrições e planos e retorna JSON estruturado.,Mensagem do cliente: Não encontrei o número de rastreamento — como posso saber onde está?,"{""intent"": ""order_status"", ""urgency"": ""low"", ""domain"": ""subscriptions"", ""confidence"": 0.97}",False,False,True,template_generated,"{'intent': 'order_status', 'confidence': 0.9267}"
lusosupport_pt_002917,pt,pt-PT,marketplace,exchange_request,urgency_classification,damaged_item,urgent,concise,phone_transcript,medium,Classifica a urgência do pedido de suporte de marketplace em formato JSON.,Mensagem do cliente: Preciso urgentemente de uma substituição — o produto danificado era essencial.,"{""urgency"": ""medium"", ""reason"": ""A reclamação de dano exige atenção mas não tem carácter de emergência imediata."", ""escalate"": false}",True,False,True,template_generated,"{'intent': 'damaged_item', 'confidence': 0.7952}"
lusosupport_pt_002918,pt,pt-PT,utilities,invoice_request,rewrite_professional,billing_question,frustrated,empathetic,web_form,medium,Transforma a mensagem original num texto profissional adequado para comunicação corporativa.,Mensagem do cliente: Continuam a cobrar valores incorrectos e ninguém resolve.,Solicito esclarecimento sobre o montante faturado no período de [data]. O valor apresentado não está de acordo com o contratado. Aguardo confirmação dos detalhes.,True,False,True,template_generated,"{'intent': 'billing_question', 'confidence': 0.8728}"
lusosupport_pt_002919,pt,pt-PT,marketplace,delivery_delay,urgency_classification,delivery_delay,frustrated,empathetic,email,easy,Classifica a urgência do pedido de suporte de marketplace em formato JSON.,Mensagem do cliente: Já estou à espera há demasiado tempo — este atraso é inadmissível.,"{""urgency"": ""medium"", ""reason"": ""O cliente aguarda actualização sobre o envio dentro do prazo acordado."", ""escalate"": false}",True,False,True,template_generated,"{'intent': 'delivery_delay', 'confidence': 0.9603}"
lusosupport_pt_002920,pt,pt-PT,marketplace,exchange_request,next_action_suggestion,return_request,formal,formal,chat,medium,Indica as acções recomendadas para o agente responder a esta questão com um tom formal.,"Mensagem do cliente: Solicito formalmente a devolução do produto, ao abrigo da garantia legal de conformidade.","1. Verificar se a encomenda está dentro do prazo de devolução.
2. Fornecer ao cliente as instruções de embalagem e recolha.
3. Registar o pedido de devolução no sistema.
4. Confirmar ao cliente quando o reembolso será processado.",False,False,True,template_generated,"{'intent': 'return_request', 'confidence': 0.9155}"
lusosupport_pt_002921,pt,pt-PT,subscriptions,account_access,email_reply,account_access,formal,reassuring,chat,medium,"Escreve uma resposta formal por e-mail, em português europeu, sobre a questão de subscrições e planos.",Mensagem do cliente: Solicito o restabelecimento do acesso à minha conta de forma segura.,"Caro/a cliente,

O problema de acesso foi identificado e estamos a trabalhar na resolução.

O acesso à sua conta foi reactivado. Pode tentar iniciar sessão agora e, se persistir o problema, por favor contacte-nos novamente.

Atenciosamente,
[Nome da Empresa]",False,False,True,template_generated,"{'intent': 'account_access', 'confidence': 0.8351}"
lusosupport_pt_002922,pt,pt-PT,billing_accounts,duplicate_charge,intent_classification,duplicate_charge,calm,formal,email,hard,Classifica a intenção do cliente.,Mensagem do cliente: Verifiquei que fui cobrado duas vezes pelo mesmo serviço — podem verificar?,"{""intent"": ""duplicate_charge"", ""urgency"": ""high"", ""domain"": ""billing_accounts"", ""confidence"": 0.95}",False,False,True,template_generated,"{'intent': 'duplicate_charge', 'confidence': 0.6737}"
lusosupport_pt_002923,pt,pt-PT,telecom,invoice_request,email_reply,duplicate_charge,confused,concise,email,hard,"Elabora uma resposta de e-mail com tom conciso para o cliente, em pt-PT.",Mensagem do cliente: Vejo dois débitos iguais na conta mas não sei se é erro ou intencional.,"Exmo(a). Sr(a).,

Agradecemos o alerta relativamente à cobrança duplicada.

Verificámos os registos e confirmamos que efectivamente foi cobrado o valor em duplicado. O montante de [€X] será reembolsado para o cartão original no prazo de 5 a 10 dias úteis.

Pedimos desculpa pelo erro.

Com os melhores cumprimentos,
[Nome da Empresa]",False,False,True,template_generated,"{'intent': 'duplicate_charge', 'confidence': 0.7466}"
lusosupport_pt_002924,pt,pt-PT,marketplace,damaged_item,summarization,damaged_item,frustrated,empathetic,email,medium,"Elabora um resumo breve da mensagem do cliente, em português europeu, para arquivo interno.",Mensagem do cliente: A embalagem estava completamente destruída e o produto está inutilizável!,O cliente recebeu a encomenda com danos visíveis e pretende formalizar a reclamação para obter compensação.,True,False,True,template_generated,"{'intent': 'damaged_item', 'confidence': 0.8686}"
lusosupport_pt_002925,pt,pt-PT,ecommerce,account_update,faq_answer,complaint,confused,formal,web_form,hard,Responde à questão do cliente sobre comércio electrónico em português de Portugal.,Mensagem do cliente: Tentei submeter a reclamação mas não sei se foi registada.,"Para registar uma reclamação formal, pode utilizar o formulário de contacto, enviar e-mail para [endereço de reclamações] ou contactar o livro de reclamações electrónico em [portal]. O prazo de resposta é de 5 dias úteis.",True,False,True,template_generated,"{'intent': 'complaint', 'confidence': 0.7445}"
lusosupport_pt_002927,pt,pt-PT,subscriptions,order_status,summarization,delivery_delay,informal,formal,email,easy,"Elabora um resumo breve da mensagem do cliente, em português europeu, para arquivo interno.",Mensagem do cliente: Tá atrasado — quando chega mesmo?,O cliente aguarda uma entrega já em atraso e solicita contacto urgente para esclarecimento.,False,False,True,template_generated,"{'intent': 'delivery_delay', 'confidence': 0.9719}"
lusosupport_pt_002928,pt,pt-PT,subscriptions,billing_question,summarization,billing_question,informal,empathetic,phone_transcript,medium,"Resume o pedido do cliente sobre subscrições e planos em duas a três frases, em pt-PT.","Mensagem do cliente: Olá, tenho uma dúvida sobre o que me cobraram.",O cliente tem uma dúvida relativamente ao valor ou detalhe de um item na sua fatura.,False,False,True,template_generated,"{'intent': 'billing_question', 'confidence': 0.7946}"
lusosupport_pt_002929,pt,pt-PT,subscriptions,order_status,intent_classification,order_status,urgent,formal,email,easy,"Classifica a intenção do cliente e retorna JSON com intent, urgency, domain e confidence.",Mensagem do cliente: Necessito confirmar o estado de entrega com urgência.,"{""intent"": ""order_status"", ""urgency"": ""low"", ""domain"": ""subscriptions"", ""confidence"": 0.96}",True,False,True,template_generated,"{'intent': 'order_status', 'confidence': 0.9525}"
lusosupport_pt_002930,pt,pt-PT,marketplace,returns_refunds,urgency_classification,damaged_item,urgent,professional,phone_transcript,medium,Classifica a urgência do pedido de suporte de marketplace em formato JSON.,Mensagem do cliente: Necessito de substituição urgente do produto danificado.,"{""urgency"": ""medium"", ""reason"": ""A reclamação de dano exige atenção mas não tem carácter de emergência imediata."", ""escalate"": false}",True,False,True,template_generated,"{'intent': 'damaged_item', 'confidence': 0.8219}"
lusosupport_pt_002931,pt,pt-PT,utilities,duplicate_charge,next_action_suggestion,duplicate_charge,informal,reassuring,chat,hard,"Lista as acções que o agente deve tomar para resolver a questão de serviços de utilidade pública, em pt-PT.","Mensagem do cliente: Olá, cobrararam-me duas vezes — podem ver?","1. Aceder ao histórico de transacções do cliente.
2. Confirmar as duas cobranças pelo mesmo valor/referência.
3. Cancelar ou estornar a transacção duplicada.
4. Enviar comprovativo de reembolso ao cliente.",False,False,True,template_generated,"{'intent': 'duplicate_charge', 'confidence': 0.7221}"
lusosupport_pt_002932,pt,pt-PT,marketplace,complaint,urgency_classification,escalation_request,urgent,concise,phone_transcript,hard,"Avalia a urgência do pedido de marketplace e retorna JSON com urgency, reason e escalate.",Mensagem do cliente: É urgente escalar — o problema está a causar prejuízos.,"{""urgency"": ""high"", ""reason"": ""A situação já ultrapassou o tempo aceitável de resolução e requer atenção directa."", ""escalate"": true}",True,False,True,template_generated,"{'intent': 'escalation_request', 'confidence': 0.7704}"
lusosupport_pt_002933,pt,pt-PT,telecom,invoice_request,rewrite_professional,duplicate_charge,calm,professional,chat,hard,Reescreve a mensagem de forma profissional.,Mensagem do cliente: Gostaria de reportar uma possível cobrança duplicada.,Venho informar que foi efectuada uma cobrança duplicada referente ao serviço/produto [descrição]. Solicito a devolução do montante cobrado em excesso com a maior brevidade.,False,False,True,template_generated,"{'intent': 'duplicate_charge', 'confidence': 0.7668}"
lusosupport_pt_002934,pt,pt-PT,travel,payment_confirmation,intent_classification,refund_request,formal,empathetic,phone_transcript,hard,Determina a intenção do cliente nesta mensagem de viagens e reservas e retorna JSON estruturado.,"Mensagem do cliente: Requeiro a devolução do montante cobrado indevidamente, ao abrigo dos direitos do consumidor.","{""intent"": ""refund_request"", ""urgency"": ""medium"", ""domain"": ""travel"", ""confidence"": 0.97}",False,False,True,template_generated,"{'intent': 'refund_request', 'confidence': 0.647}"
lusosupport_pt_002935,pt,pt-PT,ecommerce,exchange_request,summarization,return_request,urgent,reassuring,phone_transcript,medium,"Elabora um resumo breve da mensagem do cliente, em português europeu, para arquivo interno.",Mensagem do cliente: O prazo de devolução termina amanhã — precisam de processar isto hoje.,O cliente deseja proceder à devolução da encomenda dentro do prazo permitido pela política de devoluções.,True,False,True,template_generated,"{'intent': 'return_request', 'confidence': 0.898}"
lusosupport_pt_002936,pt,pt-PT,telecom,account_update,summarization,escalation_request,calm,concise,email,hard,"Elabora um resumo breve da mensagem do cliente, em português europeu, para arquivo interno.",Mensagem do cliente: Gostaria de falar com um supervisor ou responsável da equipa.,O cliente exige contacto com um supervisor após não obter resolução satisfatória para o seu problema.,True,False,True,template_generated,"{'intent': 'escalation_request', 'confidence': 0.643}"
lusosupport_pt_002937,pt,pt-PT,billing_accounts,duplicate_charge,faq_answer,duplicate_charge,calm,formal,phone_transcript,hard,Responde a esta pergunta frequente de faturação e contas em português europeu de forma directa.,Mensagem do cliente: Parece haver uma cobrança duplicada na minha conta — podem confirmar?,"Se detectou uma cobrança duplicada, contacte o suporte com as referências das duas transacções. Após confirmação, o reembolso é processado no prazo de 5 a 10 dias úteis para o meio de pagamento original.",False,False,True,template_generated,"{'intent': 'duplicate_charge', 'confidence': 0.793}"
lusosupport_pt_002938,pt,pt-PT,travel,duplicate_charge,faq_answer,payment_failure,informal,formal,chat,hard,Elabora uma resposta de FAQ para viagens e reservas que responda directamente à dúvida do cliente.,"Mensagem do cliente: Olá, tentei pagar e deu erro.","Em caso de falha de pagamento, verifique se os dados do cartão estão actualizados e se existe saldo disponível. Pode também utilizar transferência bancária ou outro método de pagamento disponível.",False,False,True,template_generated,"{'intent': 'payment_failure', 'confidence': 0.7549}"
lusosupport_pt_002939,pt,pt-PT,telecom,invoice_clarification,faq_answer,complaint,calm,empathetic,chat,hard,Responde a esta pergunta frequente de telecomunicações em português europeu de forma directa.,Mensagem do cliente: Gostaria de registar uma reclamação relativamente ao serviço prestado.,As reclamações podem ser submetidas através do portal de suporte ou por escrito. Todas as reclamações são registadas e respondidas no prazo máximo de 5 dias úteis por um responsável de qualidade.,True,False,True,template_generated,"{'intent': 'complaint', 'confidence': 0.7126}"
lusosupport_pt_002940,pt,pt-PT,marketplace,password_reset,email_reply,account_access,confused,formal,chat,medium,Escreve uma resposta por e-mail em português de Portugal.,Mensagem do cliente: A minha conta parece estar bloqueada mas não sei porquê.,"Exmo(a). Sr(a).,

Agradecemos o contacto relativamente ao problema de acesso à conta.

Verificámos que a sua conta foi temporariamente bloqueada por motivos de segurança. Para proceder ao desbloqueio, é necessário verificar a sua identidade. Por favor responda a este e-mail com o número do documento de identificação.

Com os melhores cumprimentos,
[Nome da Empresa]",False,False,True,template_generated,"{'intent': 'account_access', 'confidence': 0.8223}"
lusosupport_pt_002941,pt,pt-PT,telecom,complaint,intent_classification,escalation_request,frustrated,empathetic,email,hard,Analisa a mensagem do cliente sobre telecomunicações e classifica a intenção em formato JSON.,Mensagem do cliente: Exijo falar com um supervisor — o apoio de primeiro nível não resolve nada!,"{""intent"": ""escalation_request"", ""urgency"": ""high"", ""domain"": ""telecom"", ""confidence"": 0.84}",True,False,True,template_generated,"{'intent': 'escalation_request', 'confidence': 0.7416}"
lusosupport_pt_002942,pt,pt-PT,saas,invoice_request,summarization,invoice_request,calm,empathetic,phone_transcript,easy,Resume o problema do cliente de forma concisa.,Mensagem do cliente: Necessito da fatura para efeitos de contabilidade.,O cliente pede o envio da fatura para o endereço de e-mail registado.,False,False,True,template_generated,"{'intent': 'invoice_request', 'confidence': 0.9022}"
lusosupport_pt_002943,pt,pt-PT,utilities,invoice_request,email_reply,refund_request,frustrated,professional,email,hard,"Escreve uma resposta formal por e-mail, em português europeu, sobre a questão de serviços de utilidade pública.",Mensagem do cliente: Já contactei o apoio três vezes e o reembolso continua por resolver. Vergonha!,"Exmo(a). Sr(a).,

Agradecemos o seu contacto e lamentamos a situação.

Para darmos início ao processo de reembolso, solicitamos que nos envie o número da encomenda e, se aplicável, fotografias do artigo com defeito.

Após validação, o reembolso será processado para o meio de pagamento original no prazo de 5 a 10 dias úteis.

Com os melhores cumprimentos,
[Nome da Empresa]",True,False,True,template_generated,"{'intent': 'refund_request', 'confidence': 0.7383}"
lusosupport_pt_002944,pt,pt-PT,subscriptions,returns_refunds,summarization,refund_request,calm,concise,chat,hard,Resume o problema do cliente de forma concisa.,Mensagem do cliente: Gostaria de solicitar o reembolso relativo à minha encomenda.,O cliente efectuou um pagamento indevido e solicita o respectivo reembolso.,False,False,True,template_generated,"{'intent': 'refund_request', 'confidence': 0.7601}"
lusosupport_pt_002945,pt,pt-PT,travel,invoice_request,urgency_classification,duplicate_charge,confused,concise,chat,hard,Avalia a urgência da mensagem do cliente sobre viagens e reservas e retorna JSON.,Mensagem do cliente: Não percebo porque é que aparece a mesma cobrança duas vezes.,"{""urgency"": ""high"", ""reason"": ""O cliente foi debitado indevidamente duas vezes — situação de alta prioridade."", ""escalate"": true}",False,False,True,template_generated,"{'intent': 'duplicate_charge', 'confidence': 0.681}"
lusosupport_pt_002946,pt,pt-PT,travel,cancellation,response_generation,booking_change,frustrated,concise,chat,easy,"Escreve uma resposta em português europeu, adequada ao canal chat, com tom conciso.",Mensagem do cliente: Ninguém me responde sobre a alteração da reserva — é inaceitável.,"Com certeza. Para verificar a disponibilidade e eventuais diferenças de preço, precisamos do número de reserva e das novas datas pretendidas. Responderemos com as opções disponíveis no prazo de 2 horas úteis.",True,False,True,template_generated,"{'intent': 'booking_change', 'confidence': 0.9432}"
lusosupport_pt_002947,pt,pt-PT,subscriptions,password_reset,next_action_suggestion,account_access,confused,concise,email,medium,"Lista as acções que o agente deve tomar para resolver a questão de subscrições e planos, em pt-PT.",Mensagem do cliente: A minha conta parece estar bloqueada mas não sei porquê.,"1. Pesquisar a conta pelo e-mail ou número de cliente.
2. Verificar o registo de tentativas de acesso falhadas.
3. Proceder ao desbloqueio ou redefinição de credenciais.
4. Informar o cliente e recomendar alteração de palavra-passe.",False,False,True,template_generated,"{'intent': 'account_access', 'confidence': 0.8809}"
lusosupport_pt_002948,pt,pt-PT,ecommerce,password_reset,faq_answer,password_reset,urgent,professional,email,easy,Responde à pergunta do cliente.,Mensagem do cliente: Necessito de resolução imediata para a reposição de palavra-passe.,"Para repor a palavra-passe, clique em 'Esqueceu a palavra-passe?' na página de início de sessão. Receberá um e-mail com um link de recuperação válido por 24 horas. Verifique também a pasta de spam.",True,False,True,template_generated,"{'intent': 'password_reset', 'confidence': 0.9624}"
lusosupport_pt_002949,pt,pt-PT,subscriptions,duplicate_charge,urgency_classification,payment_failure,calm,professional,phone_transcript,hard,Determina o nível de urgência desta mensagem de cliente e indica se requer escalamento.,Mensagem do cliente: Tentei efectuar o pagamento e não foi processado — podem ajudar?,"{""urgency"": ""high"", ""reason"": ""O cliente não consegue efectuar o pagamento — situação de alta prioridade."", ""escalate"": true}",False,False,True,template_generated,"{'intent': 'payment_failure', 'confidence': 0.6876}"
lusosupport_pt_002950,pt,pt-PT,marketplace,order_status,urgency_classification,order_status,confused,empathetic,chat,easy,"Avalia a urgência do pedido de marketplace e retorna JSON com urgency, reason e escalate.",Mensagem do cliente: A aplicação mostra estados diferentes — qual é o correcto?,"{""urgency"": ""low"", ""reason"": ""O cliente aguarda informação sobre o estado da encomenda, sem urgência crítica."", ""escalate"": false}",False,False,True,template_generated,"{'intent': 'order_status', 'confidence': 0.9206}"
lusosupport_pt_002951,pt,pt-PT,saas,feature_question,faq_answer,technical_issue,urgent,empathetic,chat,hard,Responde a esta pergunta frequente de software e plataformas digitais em português europeu de forma directa.,Mensagem do cliente: É urgente — o sistema está em baixo e está a afectar operações críticas.,"Para problemas técnicos, sugerimos: (1) limpar a cache do browser, (2) tentar noutro browser ou dispositivo, (3) verificar a ligação à internet. Se o problema persistir, contacte o suporte técnico com descrição do erro.",True,False,True,template_generated,"{'intent': 'technical_issue', 'confidence': 0.6868}"
lusosupport_pt_002952,pt,pt-PT,marketplace,returns_refunds,faq_answer,damaged_item,calm,professional,web_form,medium,Responde à questão do cliente sobre marketplace em português de Portugal.,Mensagem do cliente: Recebi um produto danificado e gostaria de saber como proceder.,"Em caso de artigo danificado, a substituição é efectuada sem custos adicionais. Para iniciar o processo, contacte o suporte com o número de encomenda e fotografias do estado do artigo.",False,False,True,template_generated,"{'intent': 'damaged_item', 'confidence': 0.9174}"
lusosupport_pt_002953,pt,pt-PT,billing_accounts,invoice_request,intent_classification,refund_request,formal,concise,email,hard,"Classifica a intenção do cliente e retorna JSON com intent, urgency, domain e confidence.","Mensagem do cliente: Em cumprimento da legislação aplicável, solicito o reembolso no prazo legal previsto.","{""intent"": ""refund_request"", ""urgency"": ""medium"", ""domain"": ""billing_accounts"", ""confidence"": 0.9}",False,False,True,template_generated,"{'intent': 'refund_request', 'confidence': 0.6687}"
lusosupport_pt_002954,pt,pt-PT,marketplace,account_access,rewrite_professional,password_reset,urgent,formal,phone_transcript,easy,"Reescreve o texto em português europeu com um registo formal, mantendo o conteúdo original.",Mensagem do cliente: Preciso de repor a palavra-passe urgentemente — tenho uma reunião daqui a pouco.,Solicito apoio na recuperação de acesso à minha conta. Não me é possível concluir a reposição da palavra-passe através do processo automático.,True,False,True,template_generated,"{'intent': 'password_reset', 'confidence': 0.9587}"
lusosupport_pt_002955,pt,pt-PT,utilities,account_update,summarization,complaint,informal,concise,phone_transcript,hard,"Elabora um resumo breve da mensagem do cliente, em português europeu, para arquivo interno.","Mensagem do cliente: Olá, não estou nada satisfeito com o serviço.",O cliente reporta uma experiência negativa e solicita que o assunto seja tratado com urgência.,True,False,True,template_generated,"{'intent': 'complaint', 'confidence': 0.7031}"
lusosupport_pt_002956,pt,pt-PT,utilities,cancel_subscription,summarization,cancel_subscription,calm,formal,phone_transcript,medium,"Cria um resumo interno da mensagem do cliente recebida pelo telefone, em português de Portugal.",Mensagem do cliente: Quero terminar a subscrição — podem ajudar-me?,"O cliente pretende cancelar a sua subscrição, solicitando que o serviço seja terminado.",False,False,True,template_generated,"{'intent': 'cancel_subscription', 'confidence': 0.8216}"
